Equity_Ticker,Date,Year,Quarter,Revenue,EBITDA,Total_Liabilities,Cash,Net_Int_Exp
000030 KS Equity,2020-03-31,2020,1,2776152,,341999337,36671901,
000030 KS Equity,2020-06-30,2020,2,2543597,,342347344,31345634,
000030 KS Equity,2020-09-30,2020,3,2515039,,342117152,26544773,
000030 KS Equity,2020-12-31,2020,4,2426758,,350790159,30332713,
000030 KS Equity,2021-03-31,2021,1,2494086,,366382909,33387596,
000030 KS Equity,2021-06-30,2021,2,2552644,,369318153,38027832,
000030 KS Equity,2021-09-30,2021,3,2628851,,384051546,36111415,
000030 KS Equity,2021-12-31,2021,4,2729468,,391315108,34862377,
000030 KS Equity,2022-03-31,2022,1,2997156,,408066363,40131571,
000030 KS Equity,2022-06-30,2022,2,3331449,,424705345,46044572,
000030 KS Equity,2022-09-30,2022,3,3663631,,439614725,40304377,
000030 KS Equity,2022-12-31,2022,4,4600797,,417583793,43559237,
000030 KS Equity,2023-03-31,2023,1,4867869,,415507696,35837063,
000030 KS Equity,2023-06-30,2023,2,4968276,,419597515,36681937,
000030 KS Equity,2023-09-30,2023,3,5157194,,421169597,28793907,
000030 KS Equity,2023-12-31,2023,4,5442233,,431313614,35672188,
000030 KS Equity,2024-03-31,2024,1,5455272,,438267066,34909696,
000030 KS Equity,2024-06-30,2024,2,5521947,,441651444,30048118,
000030 KS Equity,2024-09-30,2024,3,5618297,,472838102,50518360,
000030 KS Equity,2024-12-31,2024,4,5412316,,456944053,38828499,
060000 KS Equity,2020-03-31,2020,1,3072248,,377633347,20721538,
060000 KS Equity,2020-06-30,2020,2,3325671,,395987212,22882011,
060000 KS Equity,2020-09-30,2020,3,3147066,,407526090,24691768,
060000 KS Equity,2020-12-31,2020,4,3263463,,408036040,22492665,
060000 KS Equity,2021-03-31,2021,1,3080115,,417648348,27395509,
060000 KS Equity,2021-06-30,2021,2,3101955,,424785554,25940417,
060000 KS Equity,2021-09-30,2021,3,3114092,,437972356,22362425,
060000 KS Equity,2021-12-31,2021,4,3369706,,450675985,27927194,
060000 KS Equity,2022-03-31,2022,1,3512142,,460648805,22853755,
060000 KS Equity,2022-06-30,2022,2,3745952,,474109615,24622190,
060000 KS Equity,2022-09-30,2022,3,4274604,,504660173,27399891,
060000 KS Equity,2022-12-31,2022,4,5615947,,484046253,27201722,
060000 KS Equity,2023-03-31,2023,1,5982949,,478159661,23622090,
060000 KS Equity,2023-06-30,2023,2,6068392,,489546010,26337435,
060000 KS Equity,2023-09-30,2023,3,6117937,,501139605,25679609,
060000 KS Equity,2023-12-31,2023,4,6654580,,493464126,25813153,
060000 KS Equity,2024-03-31,2024,1,6376642,,508450720,25491427,
060000 KS Equity,2024-06-30,2024,2,6289156,,515161805,24902208,
060000 KS Equity,2024-09-30,2024,3,6618106,,514943111,20170625,
060000 KS Equity,2024-12-31,2024,4,6094558,,524859860,24803748,
1003733D CH Equity,2020-12-31,2020,4,10125.8562,3458.1812,133748.2534,1374.7546,
1003733D CH Equity,2021-12-31,2021,4,10303.4479,3553.6529,141313.3071,5845.9173,-123.6438
1003733D CH Equity,2022-12-31,2022,4,10890.3361,3616.6266,138152.2094,-886.5163,-108.402
1003733D CH Equity,2023-12-31,2023,4,10842.2172,3597.7622,135781.3209,7245.8695,-121.5379
1003733D CH Equity,2024-12-31,2024,4,10173.8932,3642.7322,120208.342,7796.306,-75.6595
1167Z CH Equity,2020-12-31,2020,4,95597.456,13779.382,994819.277,94089.089,
1167Z CH Equity,2021-12-31,2021,4,98494.816,10870.907,1048343.994,100078.586,
1167Z CH Equity,2022-12-31,2022,4,91308.028,4546.278,1091013.477,93278.557,
1167Z CH Equity,2023-12-31,2023,4,96563.411,3923.339,1110577.169,97739.171,
1167Z CH Equity,2024-12-31,2024,4,104186.803,5114.462,1156174.773,95827.429,
1277211D CH Equity,2020-12-31,2020,4,28816.3524,17078.6123,371000.1288,117373.3553,
1277211D CH Equity,2021-12-31,2021,4,34736.9181,19873.3692,456281.4938,124772.7627,
1277211D CH Equity,2022-12-31,2022,4,24477.9456,11815.8878,458712.6854,119195.1174,
1277211D CH Equity,2023-12-31,2023,4,28280.507,15214.8712,469648.5049,104917.336,
1277211D CH Equity,2024-12-31,2024,4,30224.8715,15631.7707,526802.1173,134837.7439,
1288 HK Equity,2020-03-31,2020,1,284199,,24193551,4430241,
1288 HK Equity,2020-06-30,2020,2,238142,,24379118,3997083,
1288 HK Equity,2020-09-30,2020,3,259227,,25132374,4207157,
1288 HK Equity,2020-12-31,2020,4,255044,,24994301,4234614,
1288 HK Equity,2021-03-31,2021,1,301549,,26276758,4592122,
1288 HK Equity,2021-06-30,2021,2,279815,,26389996,4097800,
1288 HK Equity,2021-09-30,2021,3,292757,,26661513,4113845,
1288 HK Equity,2021-12-31,2021,4,302209,,26647796,3824487,
1288 HK Equity,2022-03-31,2022,1,305087,,28354073,4327859,
1288 HK Equity,2022-06-30,2022,2,295224,,29900207,4700401,
1288 HK Equity,2022-09-30,2022,3,312389,,31194574,5261655,
1288 HK Equity,2022-12-31,2022,4,270067,,31251728,4852532,
1288 HK Equity,2023-03-31,2023,1,342466,,34078356,6059400,
1288 HK Equity,2023-06-30,2023,2,336573,,35312689,6317906,
1288 HK Equity,2023-09-30,2023,3,337646,,35876558,6079480,
1288 HK Equity,2023-12-31,2023,4,351961,,36976122,6327863,
1288 HK Equity,2024-03-31,2024,1,368922,,39158056,5905348,
1288 HK Equity,2024-06-30,2024,2,356486,,38928090,4873202,
1288 HK Equity,2024-09-30,2024,3,348470,,40543004,5788080,
1288 HK Equity,2024-12-31,2024,4,342382,,40140862,4607746,
1321450D LN Equity,2020-12-31,2020,4,428.2061,426.0362,798.2478,0.7283,
1321450D LN Equity,2021-12-31,2021,4,284.2444,93.2321,858.8887,543.6662,
1321450D LN Equity,2022-12-31,2022,4,353.792,184.483,1208.141,1100.3453,
1321450D LN Equity,2023-12-31,2023,4,232.4214,-1185.7433,432.7473,278.0264,
1321450D LN Equity,2024-12-31,2024,4,129.6,-1218.5662,452.1036,245.1548,
1369196D CH Equity,2020-12-31,2020,4,3560.1253,,77920.5583,17639.5034,
1369196D CH Equity,2021-12-31,2021,4,2753.9177,,127581.0439,13408.8794,
1369196D CH Equity,2022-12-31,2022,4,5688.5397,,185872.5878,21229.4481,
1369196D CH Equity,2023-12-31,2023,4,14520.1528,,229682.0365,13059.9731,
1369196D CH Equity,2024-12-31,2024,4,17986.1711,,252989.2258,14033.3812,
1411Z US Equity,2020-03-31,2020,1,-929,,73656,17487,
1411Z US Equity,2020-06-30,2020,2,1320,,70618,15984,
1411Z US Equity,2020-09-30,2020,3,926,,74010,14949,
1411Z US Equity,2020-12-31,2020,4,1733,,76904,15697,
1411Z US Equity,2021-03-31,2021,1,972,,72491,14806,
1411Z US Equity,2021-06-30,2021,2,1797,,74020,17992,
1411Z US Equity,2021-09-30,2021,3,767,,74509,18033,
1411Z US Equity,2021-12-31,2021,4,637,,73520,17249,
1411Z US Equity,2022-03-31,2022,1,94,,70251,14757,
1411Z US Equity,2022-06-30,2022,2,348,,66205,15459,
1411Z US Equity,2022-09-30,2022,3,307,,70651,17071,
1411Z US Equity,2022-12-31,2022,4,1356,,72244,17207,
1411Z US Equity,2023-03-31,2023,1,1825,,74649,18060,
1411Z US Equity,2023-06-30,2023,2,1400,,75509,16458,
1411Z US Equity,2023-09-30,2023,3,1633,,75857,16879,
1411Z US Equity,2023-12-31,2023,4,1969,,75777,16011,
1411Z US Equity,2024-03-31,2024,1,1665,,70983,11303,
1411Z US Equity,2024-06-30,2024,2,1741,,70715,11759,
1411Z US Equity,2024-09-30,2024,3,2283,,76480,13283,
1411Z US Equity,2024-12-31,2024,4,1352,,73679,9961,
1598Z TU Equity,2020-12-31,2020,4,1212.9822,,37322.7566,3163.7172,
1598Z TU Equity,2021-12-31,2021,4,986.6871,,38655.4157,4624.6056,
1598Z TU Equity,2022-12-31,2022,4,1259.2105,,39661.9809,3963.4426,
1598Z TU Equity,2023-12-31,2023,4,2360.4278,,38445.9317,1857.2676,
1598Z TU Equity,2024-12-31,2024,4,2610.2762,,39432.8875,1122.1413,
1606 HK Equity,2020-06-30,2020,2,9616.532,6973.927,259240.501,26449.663,3200.356
1606 HK Equity,2020-12-31,2020,4,9712.184,8724.012,276700.352,34992.986,
1606 HK Equity,2021-06-30,2021,2,10441.993,8942.02,283760.199,26723.653,
1606 HK Equity,2021-12-31,2021,4,12873.813,10097.35,311730.875,36833.077,
1606 HK Equity,2022-06-30,2022,2,12434.718,9991.72,315700.83,30508.299,
1606 HK Equity,2022-12-31,2022,4,12618.739,11583.865,320433.802,29760.725,
1606 HK Equity,2023-06-30,2023,2,11847.098,10541.671,328382.352,21248.114,
1606 HK Equity,2023-12-31,2023,4,14808.253,12835.944,372413.063,69440.305,
1606 HK Equity,2024-06-30,2024,2,13617.033,12856.99,443761.604,107227.748,
1606 HK Equity,2024-12-31,2024,4,14946.074,13440.293,365586.571,43670.649,
1788 HK Equity,2020-06-30,2020,2,1800.752,1143.606,110811.301,10230.483,
1788 HK Equity,2020-12-31,2020,4,3078.303,1508.244,106481.574,8531.579,
1788 HK Equity,2021-06-30,2021,2,2453.857,1542.14,123474.427,9402.787,
1788 HK Equity,2021-12-31,2021,4,1517.837,605.758,90851.154,9721.603,
1788 HK Equity,2022-06-30,2022,2,1209.684,553.686,96117.977,9135.941,
1788 HK Equity,2022-12-31,2022,4,1237.205,227.712,79518.89,8343.425,
1788 HK Equity,2023-06-30,2023,2,1565.346,865.047,87827.699,12652.799,
1788 HK Equity,2023-12-31,2023,4,1682.804,924.783,92573.155,8147.394,
1788 HK Equity,2024-06-30,2024,2,2143.531,1383.918,107447.015,13588.72,
1788 HK Equity,2024-12-31,2024,4,2283.506,1494.848,115146.446,17186.658,
2257Z LN Equity,2020-12-31,2020,4,13539,,480445,133304,
2257Z LN Equity,2021-12-31,2021,4,11569,,509354,156004,
2257Z LN Equity,2022-12-31,2022,4,16257,,516591,132557,
2257Z LN Equity,2023-12-31,2023,4,25978,,504635,142924,
2257Z LN Equity,2024-12-31,2024,4,28148,,529418,126638,
2292186Z AU Equity,2020-03-31,2020,1,4162,,211909,57738,
2292186Z AU Equity,2020-09-30,2020,3,3595,,192011,58964,
2292186Z AU Equity,2021-03-31,2021,1,4965,,202774,58823,
2292186Z AU Equity,2021-09-30,2021,3,7875,,324153,93808,
2292186Z AU Equity,2022-03-31,2022,1,5671,,331660,110930,
2292186Z AU Equity,2022-09-30,2022,3,11170,,454887,159273,
2292186Z AU Equity,2023-03-31,2023,1,7334,,310471,104188,
2292186Z AU Equity,2023-09-30,2023,3,10249,,316814,100490,
2292186Z AU Equity,2024-03-31,2024,1,11707,,318782,94257,
2292186Z AU Equity,2024-09-30,2024,3,11430,,324232,93821,
2451569D UH Equity,2022-12-31,2022,4,99561,36673,331042,53104,7141
2451569D UH Equity,2023-12-31,2023,4,111708,34424,358498,49314,6155
2451569D UH Equity,2024-12-31,2024,4,127890,47726,437836,87390,6127
2534Z GR Equity,2020-12-31,2020,4,2703,1528,514587,353590,
2534Z GR Equity,2021-12-31,2021,4,2374,1069,516485,352824,
2534Z GR Equity,2022-12-31,2022,4,4690,3401,518049,366303,
2534Z GR Equity,2023-12-31,2023,4,19164,17716,522668,372208,
2534Z GR Equity,2024-12-31,2024,4,22045,20473,505793,347298,
2600 HK Equity,2020-03-31,2020,1,39696.031,,137030.959,15017.945,1079.21
2600 HK Equity,2020-06-30,2020,2,44412.721,,131690.901,12930.294,1018.369
2600 HK Equity,2020-09-30,2020,3,49045.802,,123653.77,8094.052,942.078
2600 HK Equity,2020-12-31,2020,4,52836.023,,123735.747,9671.477,
2600 HK Equity,2021-03-31,2021,1,52652.764,,123541.924,11386.061,973.637
2600 HK Equity,2021-06-30,2021,2,68163.859,,118160.907,6280.65,923.062
2600 HK Equity,2021-09-30,2021,3,74112.328,,118688.607,18572.884,876.792
2600 HK Equity,2021-12-31,2021,4,103956.399,,135165.255,19683.619,1410.571
2600 HK Equity,2022-03-31,2022,1,80437.278,,121489.466,22985.441,950.167
2600 HK Equity,2022-06-30,2022,2,78522.683,,116905.22,18872.517,842.96
2600 HK Equity,2022-09-30,2022,3,68660.711,,118651.794,28009.434,820.275
2600 HK Equity,2022-12-31,2022,4,63367.27,,124593.412,16816.684,742.195
2600 HK Equity,2023-03-31,2023,1,66279.365,,122128.704,18018.435,766.603
2600 HK Equity,2023-06-30,2023,2,67783.245,,115477.501,11836.724,755.204
2600 HK Equity,2023-09-30,2023,3,54341.862,,114299.175,20672.221,654.495
2600 HK Equity,2023-12-31,2023,4,36914.572,,112866.67,24051.504,753.116
2600 HK Equity,2024-03-31,2024,1,48955.678,,110252.285,22405.891,625.195
2600 HK Equity,2024-06-30,2024,2,61763.262,,108476.812,24546.166,607.635
2600 HK Equity,2024-09-30,2024,3,63060.291,,104287.328,22955.925,582.296
2600 HK Equity,2024-12-31,2024,4,63287.75,,103886.153,22752.271,575.837
2883 HK Equity,2020-03-31,2020,1,8168.4097,,38071.7591,8085.6251,208.1781
2883 HK Equity,2020-06-30,2020,2,6342.9468,,43525.8036,11955.3891,218.3868
2883 HK Equity,2020-09-30,2020,3,6938.4333,,39032.1403,7151.0592,193.2184
2883 HK Equity,2020-12-31,2020,4,7509.4087,,37253.4994,12123.1442,198.7002
2883 HK Equity,2021-03-31,2021,1,5902.5471,,35946.224,10423.4393,158.5518
2883 HK Equity,2021-06-30,2021,2,6832.8817,,36100.5905,6142.2441,179.1469
2883 HK Equity,2021-09-30,2021,3,7146.5936,,37236.3932,7513.1657,174.2518
2883 HK Equity,2021-12-31,2021,4,9320.9797,,35095.3779,10805.5346,181.6862
2883 HK Equity,2022-03-31,2022,1,6798.2874,,34931.6438,8445.0162,156.1998
2883 HK Equity,2022-06-30,2022,2,8414.3575,,35252.243,5566.5114,169.8787
2883 HK Equity,2022-09-30,2022,3,9033.0743,,35659.5807,5271.2503,161.0899
2883 HK Equity,2022-12-31,2022,4,11413.1765,,37184.7721,9216.311,153.0017
2883 HK Equity,2023-03-31,2023,1,8456.257,,36240.8989,8857.4315,176.1337
2883 HK Equity,2023-06-30,2023,2,10417.3374,,38992.4966,8432.4583,221.279
2883 HK Equity,2023-09-30,2023,3,10633.6353,,40120.2355,9879.2321,185.9113
2883 HK Equity,2023-12-31,2023,4,14601.3868,,40989.7283,11029.0815,204.9378
2883 HK Equity,2024-03-31,2024,1,10147.976,,39465.4031,9476.919,192.1328
2883 HK Equity,2024-06-30,2024,2,12380.5683,,40744.2161,9093.3172,185.918
2883 HK Equity,2024-09-30,2024,3,11132.9059,,38744.2244,8877.499,169.008
2883 HK Equity,2024-12-31,2024,4,14640.131,,38523.127,11466.5598,94.4478
300750 CH Equity,2020-03-31,2020,1,9030.7941,,58192.2886,38479.1059,-188.3275
300750 CH Equity,2020-06-30,2020,2,9798.6591,,55285.2777,33111.3892,-141.7984
300750 CH Equity,2020-09-30,2020,3,12693.0278,,71187.1284,68404.4228,-316.8361
300750 CH Equity,2020-12-31,2020,4,18797.0068,,87423.7105,66720.0575,-207.2046
300750 CH Equity,2021-03-31,2021,1,19166.6852,,101987.8889,73451.6856,-295.7918
300750 CH Equity,2021-06-30,2021,2,24907.8754,,132295.4813,69491.4127,-322.0374
300750 CH Equity,2021-09-30,2021,3,29286.9849,,168969.3583,82489.127,-227.2422
300750 CH Equity,2021-12-31,2021,4,56994.2509,,215044.6864,76869.7081,-317.0902
300750 CH Equity,2022-03-31,2022,1,48678.4191,,282660.3035,102224.7829,-173.4901
300750 CH Equity,2022-06-30,2022,2,64292.8388,,331543.3365,127976.7414,-220.3249
300750 CH Equity,2022-09-30,2022,3,97368.9826,,380655.6962,160462.2185,-594.6673
300750 CH Equity,2022-12-31,2022,4,118253.747,,424043.1899,160514.24,-866.5075
300750 CH Equity,2023-03-31,2023,1,89038.4653,,431483.135,211943.1114,-1029.0543
300750 CH Equity,2023-06-30,2023,2,100207.576,,449315.6089,192674.661,-1148.2162
300750 CH Equity,2023-09-30,2023,3,105431.2093,,469775.3007,233767.7681,-1189.015
300750 CH Equity,2023-12-31,2023,4,106239.7943,,497284.8905,241838.9363,-1509.0009
300750 CH Equity,2024-03-31,2024,1,79770.78,,500818.0898,288738.9391,-1584.12
300750 CH Equity,2024-06-30,2024,2,86996.054,,495412.2621,249555.2884,-1366.083
300750 CH Equity,2024-09-30,2024,3,92277.915,,474934.361,286678.2054,-1210.273
300750 CH Equity,2024-12-31,2024,4,102967.8054,,513201.949,294454.692,-1463.4447
331900Z FP Equity,2020-06-30,2020,2,5005,,608413,207673,
331900Z FP Equity,2020-12-31,2020,4,3719,,571284,205897,
331900Z FP Equity,2021-06-30,2021,2,4208,,570301,92014,
331900Z FP Equity,2021-12-31,2021,4,3982,,573201,108667,
331900Z FP Equity,2022-06-30,2022,2,5103,,653962,110106,
331900Z FP Equity,2022-12-31,2022,4,7462,,699824,139205,
331900Z FP Equity,2023-06-30,2023,2,12026,,733219,137849,
331900Z FP Equity,2023-12-31,2023,4,13090,,727299,135533,
331900Z FP Equity,2024-06-30,2024,2,14461,,777861,136674,
331900Z FP Equity,2024-12-31,2024,4,12846,,815195,130026,
3328 HK Equity,2020-03-31,2020,1,123159,,9632654,1441171,
3328 HK Equity,2020-06-30,2020,2,117392,,9855800,1494247,
3328 HK Equity,2020-09-30,2020,3,111326,,9958894,1497901,
3328 HK Equity,2020-12-31,2020,4,118774,,9818988,1388691,
3328 HK Equity,2021-03-31,2021,1,121410,,10271124,1514989,
3328 HK Equity,2021-06-30,2021,2,119303,,10478045,1522690,
3328 HK Equity,2021-09-30,2021,3,122364,,10515763,1411781,
3328 HK Equity,2021-12-31,2021,4,126036,,10688521,1367436,
3328 HK Equity,2022-03-31,2022,1,122012,,11326932,1594370,
3328 HK Equity,2022-06-30,2022,2,127229,,11591640,1546403,
3328 HK Equity,2022-09-30,2022,3,131102,,11680766,1476457,
3328 HK Equity,2022-12-31,2022,4,127955,,11958049,1496523,
3328 HK Equity,2023-03-31,2023,1,139567,,12596687,1665798,
3328 HK Equity,2023-06-30,2023,2,144473,,12758461,1650639,
3328 HK Equity,2023-09-30,2023,3,139057,,12757638,1514306,
3328 HK Equity,2023-12-31,2023,4,134138,,12961022,1757664,
3328 HK Equity,2024-03-31,2024,1,141213,,13112273,1700977,
3328 HK Equity,2024-06-30,2024,2,134647,,13058623,1585716,
3328 HK Equity,2024-09-30,2024,3,136137,,13454955,1622430,
3328 HK Equity,2024-12-31,2024,4,130262,,13745120,1691396,
3382936Z AB Equity,2020-12-31,2020,4,49964.5371,,209224.393,72427.3035,
3382936Z AB Equity,2021-12-31,2021,4,64575.8478,27998.0282,275667.5365,75156.5662,
3382936Z AB Equity,2022-12-31,2022,4,46936.1757,2532.5342,305454.0858,68522.3916,
3382936Z AB Equity,2023-12-31,2023,4,90962.4425,32764.4548,386883.4667,87942.6667,
3382936Z AB Equity,2024-12-31,2024,4,112622.8096,41248.0637,436056.1131,84092.9539,
390 HK Equity,2020-06-30,2020,2,259266.901,,875783.807,130344.214,289.512
390 HK Equity,2020-09-30,2020,3,272449.531,,924933.594,165956.036,855.969
390 HK Equity,2020-12-31,2020,4,285985.999,,886927.853,153521.216,1601.639
390 HK Equity,2021-03-31,2021,1,237040.835,,936098.308,147103.514,1200.38
390 HK Equity,2021-06-30,2021,2,261198.371,,963887.695,132427.187,380.109
390 HK Equity,2021-09-30,2021,3,271978.908,,1004745.201,154858.945,1112.716
390 HK Equity,2021-12-31,2021,4,303053.611,,1003383.6,157269.669,-119.29
390 HK Equity,2022-03-31,2022,1,267097.479,,1038938.435,139040.284,570.817
390 HK Equity,2022-06-30,2022,2,293489.778,,1135539.084,164206.872,65.033
390 HK Equity,2022-09-30,2022,3,289464.923,,1159767.795,193639.089,1227.574
390 HK Equity,2022-12-31,2022,4,304306.312,,1190264.405,221122.603,-1085.97
390 HK Equity,2023-03-31,2023,1,272624.669,,1220710.282,206575.998,650.844
390 HK Equity,2023-06-30,2023,2,318141.185,,1271949.969,186196.457,-32.997
390 HK Equity,2023-09-30,2023,3,293754.625,,1290488.426,203516.375,1979.101
390 HK Equity,2023-12-31,2023,4,378954.214,,1369537.197,208315.442,-673.434
390 HK Equity,2024-03-31,2024,1,265645.522,,1386444.984,181946.394,753.369
390 HK Equity,2024-06-30,2024,2,278876.772,,1533146.538,169043.042,-34.752
390 HK Equity,2024-09-30,2024,3,275761.019,,1638695.405,195047.625,2356.763
390 HK Equity,2024-12-31,2024,4,340028.117,,1746273.748,229102.65,721.708
600000 CH Equity,2020-03-31,2020,1,95691,,6717780,719591,
600000 CH Equity,2020-06-30,2020,2,87424,,6948926,839384,
600000 CH Equity,2020-09-30,2020,3,90056,,7094122,805859,
600000 CH Equity,2020-12-31,2020,4,89782,,7304401,911541,
600000 CH Equity,2021-03-31,2021,1,92527,,7403530,824001,
600000 CH Equity,2021-06-30,2021,2,92079,,7462659,924209,
600000 CH Equity,2021-09-30,2021,3,89788,,7393760,802448,
600000 CH Equity,2021-12-31,2021,4,91813,,7458539,854894,
600000 CH Equity,2022-03-31,2022,1,92987,,7727317,1063123,
600000 CH Equity,2022-06-30,2022,2,91402,,7812093,1052018,
600000 CH Equity,2022-09-30,2022,3,89176,,7724521,879518,
600000 CH Equity,2022-12-31,2022,4,89753,,7997876,1089103,
600000 CH Equity,2023-03-31,2023,1,94316,,8140690,993049,
600000 CH Equity,2023-06-30,2023,2,90476,,8211439,1027281,
600000 CH Equity,2023-09-30,2023,3,88928,,8084504,944146,
600000 CH Equity,2023-12-31,2023,4,86236,,8274363,1139212,
600000 CH Equity,2024-03-31,2024,1,91957,,8302126,1036454,
600000 CH Equity,2024-06-30,2024,2,87678,,8500022,1079399,
600000 CH Equity,2024-09-30,2024,3,86078,,8685534,1143999,
600000 CH Equity,2024-12-31,2024,4,73076,,8717099,1008900,
600018 CH Equity,2020-03-31,2020,1,5398.5353,,51048.6401,17268.2288,193.1285
600018 CH Equity,2020-06-30,2020,2,6640.1373,,68319.3486,31637.8563,195.6538
600018 CH Equity,2020-09-30,2020,3,7176.1874,,62159.0215,22862.9893,203.3016
600018 CH Equity,2020-12-31,2020,4,6904.6007,,59945.1503,20689.7346,-55.0851
600018 CH Equity,2021-03-31,2021,1,7685.3106,,59377.79,20546.4263,158.6382
600018 CH Equity,2021-06-30,2021,2,9677.3679,,64254.9947,29250.461,206.1124
600018 CH Equity,2021-09-30,2021,3,8875.0838,,63071.5993,27068.4966,209.5601
600018 CH Equity,2021-12-31,2021,4,8050.935,,62981.8493,28495.0189,194.7866
600018 CH Equity,2022-03-31,2022,1,12412.6416,,53047.0525,22905.9331,44.0945
600018 CH Equity,2022-06-30,2022,2,7681.7964,,61980.3031,31123.4598,154.7783
600018 CH Equity,2022-09-30,2022,3,9141.1357,,59225.6131,25951.4237,185.9793
600018 CH Equity,2022-12-31,2022,4,8044.233,,60634.6572,28913.8616,176.5221
600018 CH Equity,2023-03-31,2023,1,7648.6889,,59271.6714,27663.7333,135.829
600018 CH Equity,2023-06-30,2023,2,8462.8524,,67014.1741,34824.0727,101.7099
600018 CH Equity,2023-09-30,2023,3,11322.146,,61687.3885,29156.9195,221.6166
600018 CH Equity,2023-12-31,2023,4,10117.8827,,67389.1029,37370.7971,134.9888
600018 CH Equity,2024-03-31,2024,1,8951.114,,65442.075,36443.8726,69.7049
600018 CH Equity,2024-06-30,2024,2,10886.4585,,65596.0636,36926.1298,109.4549
600018 CH Equity,2024-09-30,2024,3,9188.726,,65296.3208,36771.7313,173.3521
600018 CH Equity,2024-12-31,2024,4,9090.6737,,64646.736,34348.2323,131.6025
600036 CH Equity,2020-03-31,2020,1,109410,,7117641,1111048,
600036 CH Equity,2020-06-30,2020,2,101936,,7392805,1073329,
600036 CH Equity,2020-09-30,2020,3,103740,,7446973,1025781,
600036 CH Equity,2020-12-31,2020,4,100115,,7631094,1154962,
600036 CH Equity,2021-03-31,2021,1,115525,,7902787,1141195,
600036 CH Equity,2021-06-30,2021,2,106643,,8124318,1281017,
600036 CH Equity,2021-09-30,2021,3,115475,,8121625,1115154,
600036 CH Equity,2021-12-31,2021,4,109261,,8383340,1366580,
600036 CH Equity,2022-03-31,2022,1,125387,,8514645,1201871,
600036 CH Equity,2022-06-30,2022,2,119894,,8829330,1173460,
600036 CH Equity,2022-09-30,2022,3,122408,,8779344,1071387,
600036 CH Equity,2022-12-31,2022,4,113450,,9184674,1234625,
600036 CH Equity,2023-03-31,2023,1,130005,,9518990,1119454,
600036 CH Equity,2023-06-30,2023,2,127009,,9753923,1302530,
600036 CH Equity,2023-09-30,2023,3,123907,,9646670,1032805,
600036 CH Equity,2023-12-31,2023,4,121216,,9942754,1243511,
600036 CH Equity,2024-03-31,2024,1,129901,,10394735,1424443,
600036 CH Equity,2024-06-30,2024,2,127294,,10457758,1400231,
600036 CH Equity,2024-09-30,2024,3,122091,,10495128,1446229,
600036 CH Equity,2024-12-31,2024,4,123117,,10918561,1474580,
601211 CH Equity,2020-03-31,2020,1,8187.909,,452729.6791,199993.3411,
601211 CH Equity,2020-06-30,2020,2,11474.1614,,481714.7347,192284.3667,
601211 CH Equity,2020-09-30,2020,3,12126.7982,,549108.0569,207344.8527,
601211 CH Equity,2020-12-31,2020,4,11429.1801,,556661.355,208431.3256,
601211 CH Equity,2021-03-31,2021,1,13238.1925,,528254.3101,207429.3915,
601211 CH Equity,2021-06-30,2021,2,13096.8115,,590289.9496,209417.478,
601211 CH Equity,2021-09-30,2021,3,12613.4381,,623682.9198,221769.1087,
601211 CH Equity,2021-12-31,2021,4,13977.1764,,640636.2226,229456.2261,
601211 CH Equity,2022-03-31,2022,1,10838.7926,,662555.9852,254630.2526,
601211 CH Equity,2022-06-30,2022,2,13641.9649,,680509.2682,250613.4143,
601211 CH Equity,2022-09-30,2022,3,9598.3083,,666896.8373,245452.5562,
601211 CH Equity,2022-12-31,2022,4,11675.2901,,696862.4571,249578.8154,
601211 CH Equity,2023-03-31,2023,1,12331.1224,,731474.5204,259541.5399,
601211 CH Equity,2023-06-30,2023,2,12058.0247,,754188.8385,271003.7259,
601211 CH Equity,2023-09-30,2023,3,12029.8589,,707033.3155,220319.4759,
601211 CH Equity,2023-12-31,2023,4,12031.069,,752024.4739,231055.4575,
601211 CH Equity,2024-03-31,2024,1,11263.4921,,734601.7591,237849.4833,
601211 CH Equity,2024-06-30,2024,2,8254.9663,,723247.5463,240558.7941,
601211 CH Equity,2024-09-30,2024,3,12435.5355,,758977.3795,252096.2099,
601211 CH Equity,2024-12-31,2024,4,17422.7735,,870271.7153,270973.5131,
601398 CH Equity,2020-03-31,2020,1,319221,,29314184,5850776,
601398 CH Equity,2020-03-31,2020,1,319221,,29314184,5850776,
601398 CH Equity,2020-06-30,2020,2,313015,,30365254,6157128,
601398 CH Equity,2020-06-30,2020,2,313015,,30365254,6157128,
601398 CH Equity,2020-09-30,2020,3,313155,,30649771,5784197,
601398 CH Equity,2020-09-30,2020,3,313155,,30649771,5784197,
601398 CH Equity,2020-12-31,2020,4,315893,,30435543,5358980,
601398 CH Equity,2020-12-31,2020,4,315893,,30435543,5358980,
601398 CH Equity,2021-03-31,2021,1,330032,,31373317,5550782,
601398 CH Equity,2021-03-31,2021,1,330032,,31373317,5550782,
601398 CH Equity,2021-06-30,2021,2,331172,,32089477,5685471,
601398 CH Equity,2021-06-30,2021,2,331172,,32089477,5685471,
601398 CH Equity,2021-09-30,2021,3,341153,,32234781,5377856,
601398 CH Equity,2021-09-30,2021,3,341153,,32234781,5377856,
601398 CH Equity,2021-12-31,2021,4,345764,,31896125,4589084,
601398 CH Equity,2021-12-31,2021,4,345764,,31896125,4589084,
